Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2015,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",396313.000000
2016,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",421249.000000
2016,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",372783.000000
2017,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",402539.000000
2018,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",316229.000000
2019,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",355090.000000
2019,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",388962.000000
2020,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",284305.000000
2021,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",271375.000000
2022,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",292697.000000
2022,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",386877.000000
2023,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",324849.000000
2024,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",374297.000000
2017,4,21881,HR Policy Association,590000.000000
2018,3,21881,HR Policy Association,650000.000000
2019,2,21881,HR Policy Association,670000.000000
2020,1,21881,HR Policy Association,700000.000000
2020,4,21881,HR Policy Association,700000.000000
2021,3,21881,HR Policy Association,730000.000000
2022,2,21881,HR Policy Association,820000.000000
2023,1,21881,HR Policy Association,990000.000000
2023,4,21881,HR Policy Association,1100000.000000
2024,3,21881,HR Policy Association,240000.000000
2020,4,23796,Distilled Spirits Council of the United States,475000.000000
2021,3,23796,Distilled Spirits Council of the United States,535000.000000
2022,2,23796,Distilled Spirits Council of the United States,545000.000000
2023,1,23796,Distilled Spirits Council of the United States,480000.000000
2023,4,23796,Distilled Spirits Council of the United States,440000.000000
2024,3,23796,Distilled Spirits Council of the United States,470000.000000
2010,2,27861,Coca-Cola Enterprises Inc.,725795.000000
2010,4,28928,Disney Worldwide Services Inc.,720000.000000
2011,3,28928,Disney Worldwide Services Inc.,600000.000000
2012,2,28928,Disney Worldwide Services Inc.,980000.000000
2013,1,28928,Disney Worldwide Services Inc.,1110000.000000
2013,4,28928,Disney Worldwide Services Inc.,810000.000000
2014,3,28928,Disney Worldwide Services Inc.,680000.000000
2015,2,28928,Disney Worldwide Services Inc.,620000.000000
2016,1,28928,Disney Worldwide Services Inc.,1180000.000000
2016,4,28928,Disney Worldwide Services Inc.,910000.000000
2017,3,28928,Disney Worldwide Services Inc.,640000.000000
2018,2,28928,Disney Worldwide Services Inc.,1050000.000000
2019,1,28928,Disney Worldwide Services Inc.,810000.000000
2019,4,28928,Disney Worldwide Services Inc.,940000.000000
2020,3,28928,Disney Worldwide Services Inc.,860000.000000
2021,2,28928,Disney Worldwide Services Inc.,830000.000000
2022,1,28928,Disney Worldwide Services Inc.,800000.000000
2015,4,29779,American Medical Association,1174375.000000
2012,1,10318,Alliance of Automobile Manufacturers Inc.,384060.000000
2012,4,10318,Alliance of Automobile Manufacturers Inc.,435000.000000
2013,3,10318,Alliance of Automobile Manufacturers Inc.,218385.714285
2014,2,10318,Alliance of Automobile Manufacturers Inc.,308166.666666
2015,1,10318,Alliance of Automobile Manufacturers Inc.,385000.000000
2010,2,14416,American Crystal Sugar Co.,23383.000000
2011,1,14416,American Crystal Sugar Co.,348321.000000
2010,2,18177,American Academy of Family Physicians,450224.000000
2011,1,18177,American Academy of Family Physicians,420440.000000
2024,4,18531,National Right To Work Committee,348012.000000
2017,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",354041.000000
2018,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",354807.000000
2019,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",294121.000000
2020,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",278461.000000
2020,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",294160.000000
2021,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",236188.000000
2022,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",302403.000000
2023,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",299056.000000
2023,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",375892.000000
2024,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",395002.000000
2013,4,21881,HR Policy Association,500000.000000
2014,3,21881,HR Policy Association,280000.000000
2015,2,21881,HR Policy Association,305000.000000
2016,1,21881,HR Policy Association,560000.000000
2016,4,21881,HR Policy Association,560000.000000
2017,3,21881,HR Policy Association,590000.000000
2018,2,21881,HR Policy Association,650000.000000
2019,1,21881,HR Policy Association,670000.000000
2019,4,21881,HR Policy Association,670000.000000
2020,3,21881,HR Policy Association,700000.000000
2021,2,21881,HR Policy Association,680000.000000
2022,1,21881,HR Policy Association,820000.000000
2022,4,21881,HR Policy Association,930000.000000
2023,3,21881,HR Policy Association,990000.000000
2024,2,21881,HR Policy Association,240000.000000
2010,2,22172,American Israel Public Affairs Committee,676413.000000
2011,1,22172,American Israel Public Affairs Committee,716615.000000
2011,4,22172,American Israel Public Affairs Committee,710849.000000
2012,3,22172,American Israel Public Affairs Committee,764031.000000
2013,2,22172,American Israel Public Affairs Committee,722679.000000
2014,1,22172,American Israel Public Affairs Committee,753725.000000
2010,1,22796,Friends Committee on National Legislation,442800.000000
2010,4,22796,Friends Committee on National Legislation,572807.000000
2011,3,22796,Friends Committee on National Legislation,388508.000000
2012,2,22796,Friends Committee on National Legislation,339424.000000
2013,1,22796,Friends Committee on National Legislation,359866.000000
2024,4,23796,Distilled Spirits Council of the United States,450000.000000
2010,1,27861,Coca-Cola Enterprises Inc.,496000.000000
2014,4,28928,Disney Worldwide Services Inc.,830000.000000
2015,3,28928,Disney Worldwide Services Inc.,690000.000000
2018,4,14416,American Crystal Sugar Co.,242261.000000
2019,3,14416,American Crystal Sugar Co.,432795.000000
2020,2,14416,American Crystal Sugar Co.,225919.000000
2021,1,14416,American Crystal Sugar Co.,629214.000000
2021,4,14416,American Crystal Sugar Co.,224160.000000
2022,3,14416,American Crystal Sugar Co.,972494.000000
2023,2,14416,American Crystal Sugar Co.,271494.000000
2024,1,14416,American Crystal Sugar Co.,444171.000000
2015,4,18177,American Academy of Family Physicians,467970.000000
2016,3,18177,American Academy of Family Physicians,283133.333333
2017,2,18177,American Academy of Family Physicians,284678.000000
2018,1,18177,American Academy of Family Physicians,411794.000000
2018,4,18177,American Academy of Family Physicians,697053.500000
2019,3,18177,American Academy of Family Physicians,528696.500000
2020,2,18177,American Academy of Family Physicians,484432.000000
2021,1,18177,American Academy of Family Physicians,495587.500000
2021,4,18177,American Academy of Family Physicians,458500.000000
2022,3,18177,American Academy of Family Physicians,403194.000000
2023,2,18177,American Academy of Family Physicians,432470.000000
2024,1,18177,American Academy of Family Physicians,442508.000000
2024,4,18177,American Academy of Family Physicians,566498.500000
2010,2,18531,National Right To Work Committee,1430000.000000
2011,1,18531,National Right To Work Committee,430000.000000
2011,4,18531,National Right To Work Committee,670000.000000
2012,3,18531,National Right To Work Committee,700000.000000
2013,2,18531,National Right To Work Committee,1190000.000000
2014,1,18531,National Right To Work Committee,600000.000000
2014,4,18531,National Right To Work Committee,190000.000000
2015,3,18531,National Right To Work Committee,170000.000000
2016,2,18531,National Right To Work Committee,350000.000000
2017,1,18531,National Right To Work Committee,110000.000000
2017,4,18531,National Right To Work Committee,150000.000000
2018,3,18531,National Right To Work Committee,100000.000000
2019,2,18531,National Right To Work Committee,320000.000000
2020,1,18531,National Right To Work Committee,100000.000000
2010,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",333303.000000
2010,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",389824.000000
2011,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",323643.000000
2012,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",469000.000000
2013,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",315872.000000
2018,4,22172,American Israel Public Affairs Committee,883163.000000
2019,3,22172,American Israel Public Affairs Committee,710405.000000
2020,2,22172,American Israel Public Affairs Committee,638175.000000
2021,1,22172,American Israel Public Affairs Committee,723162.000000
2021,4,22172,American Israel Public Affairs Committee,676665.000000
2022,3,22172,American Israel Public Affairs Committee,640469.000000
2023,2,22172,American Israel Public Affairs Committee,704298.000000
2024,1,22172,American Israel Public Affairs Committee,837889.000000
2024,4,22172,American Israel Public Affairs Committee,909953.000000
2017,4,22796,Friends Committee on National Legislation,502580.000000
2018,3,22796,Friends Committee on National Legislation,1000000.000000
2019,2,22796,Friends Committee on National Legislation,1000000.000000
2020,1,22796,Friends Committee on National Legislation,336000.000000
2010,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",348159.000000
2011,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",394420.000000
2012,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",440155.000000
2012,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",362270.000000
2013,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",315536.000000
2014,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",204411.000000
2015,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",278112.000000
2015,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",325491.000000
2016,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",376573.000000
2017,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",425849.000000
2018,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",426239.000000
2018,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",287006.000000
