Year,Quarter,client_lobby_actor_id,client_name,LDA_frequency
2016,1,268804,General Motors Co.,5
2010,3,278637,FedEx Corp.,15
2011,2,278637,FedEx Corp.,15
2012,1,278637,FedEx Corp.,14
2012,4,278637,FedEx Corp.,15
2013,3,278637,FedEx Corp.,15
2014,2,278637,FedEx Corp.,14
2015,1,278637,FedEx Corp.,15
2015,4,278637,FedEx Corp.,15
2016,3,278637,FedEx Corp.,15
2017,2,278637,FedEx Corp.,18
2018,1,278637,FedEx Corp.,17
2010,2,285913,Eli Lilly & Co.,14
2011,1,285913,Eli Lilly & Co.,12
2011,4,285913,Eli Lilly & Co.,12
2012,3,285913,Eli Lilly & Co.,12
2013,2,285913,Eli Lilly & Co.,14
2014,1,285913,Eli Lilly & Co.,9
2014,4,285913,Eli Lilly & Co.,7
2015,3,285913,Eli Lilly & Co.,9
2016,2,285913,Eli Lilly & Co.,10
2017,1,285913,Eli Lilly & Co.,10
2022,4,298843,T-Mobile USA Inc.,35
2023,3,298843,T-Mobile USA Inc.,35
2024,2,298843,T-Mobile USA Inc.,35
2022,4,300447,Novartis Corp.,7
2023,3,300447,Novartis Corp.,6
2024,2,300447,Novartis Corp.,6
2021,4,302107,Merck & Co. Inc.,9
2022,3,302107,Merck & Co. Inc.,9
2023,2,302107,Merck & Co. Inc.,10
2024,1,302107,Merck & Co. Inc.,9
2024,4,302107,Merck & Co. Inc.,9
2019,4,315136,Biotechnology Innovation Organization,18
2020,3,315136,Biotechnology Innovation Organization,18
2021,2,315136,Biotechnology Innovation Organization,15
2022,1,315136,Biotechnology Innovation Organization,17
2022,4,315136,Biotechnology Innovation Organization,17
2023,3,315136,Biotechnology Innovation Organization,17
2024,2,315136,Biotechnology Innovation Organization,15
2014,4,316850,AHIP,9
2015,3,316850,AHIP,8
2016,2,316850,AHIP,9
2017,1,316850,AHIP,8
2017,4,316850,AHIP,8
2018,3,316850,AHIP,8
2019,2,316850,AHIP,8
2020,1,316850,AHIP,8
2020,4,316850,AHIP,8
2021,3,316850,AHIP,8
2022,2,316850,AHIP,8
2023,1,316850,AHIP,9
2010,1,320046,Pharmaceutical Care Management Association,4
2010,4,320046,Pharmaceutical Care Management Association,2
2011,3,320046,Pharmaceutical Care Management Association,3
2012,2,320046,Pharmaceutical Care Management Association,3
2013,1,320046,Pharmaceutical Care Management Association,3
2013,4,320046,Pharmaceutical Care Management Association,3
2014,3,320046,Pharmaceutical Care Management Association,3
2015,2,320046,Pharmaceutical Care Management Association,3
2016,1,320046,Pharmaceutical Care Management Association,3
2016,4,320046,Pharmaceutical Care Management Association,3
2017,3,320046,Pharmaceutical Care Management Association,4
2018,2,320046,Pharmaceutical Care Management Association,4
2019,1,320046,Pharmaceutical Care Management Association,4
2010,3,321840,United Parcel Service of America Inc.,11
2011,2,321840,United Parcel Service of America Inc.,11
2012,1,321840,United Parcel Service of America Inc.,11
2022,2,232646,Intel Corp.,17
2023,1,232646,Intel Corp.,12
2023,4,232646,Intel Corp.,10
2024,3,232646,Intel Corp.,10
2018,4,232657,Shell USA Inc.,8
2019,3,232657,Shell USA Inc.,6
2020,2,232657,Shell USA Inc.,5
2021,1,232657,Shell USA Inc.,5
2021,4,232657,Shell USA Inc.,5
2022,3,232657,Shell USA Inc.,5
2023,2,232657,Shell USA Inc.,5
2024,1,232657,Shell USA Inc.,6
2024,4,232657,Shell USA Inc.,5
2010,3,236879,BP America Inc.,8
2011,2,236879,BP America Inc.,8
2012,1,236879,BP America Inc.,9
2024,4,237941,American Petroleum Institute,5
2024,4,240949,Comcast Corp.,33
2014,4,243759,Pacific Gas and Electric Co.,4
2015,3,243759,Pacific Gas and Electric Co.,4
2016,2,243759,Pacific Gas and Electric Co.,5
2017,1,243759,Pacific Gas and Electric Co.,6
2017,4,243759,Pacific Gas and Electric Co.,8
2018,3,243759,Pacific Gas and Electric Co.,7
2019,2,243759,Pacific Gas and Electric Co.,6
2020,1,243759,Pacific Gas and Electric Co.,6
2020,4,243759,Pacific Gas and Electric Co.,6
2021,3,243759,Pacific Gas and Electric Co.,6
2022,2,243759,Pacific Gas and Electric Co.,7
2023,1,243759,Pacific Gas and Electric Co.,5
2023,4,243759,Pacific Gas and Electric Co.,4
2024,3,243759,Pacific Gas and Electric Co.,3
2010,3,260497,Qualcomm Inc.,7
2011,2,260497,Qualcomm Inc.,7
2012,1,260497,Qualcomm Inc.,7
2012,4,260497,Qualcomm Inc.,7
2013,3,260497,Qualcomm Inc.,7
2014,2,260497,Qualcomm Inc.,8
2015,1,260497,Qualcomm Inc.,8
2015,4,260497,Qualcomm Inc.,6
2016,3,260497,Qualcomm Inc.,7
2017,2,260497,Qualcomm Inc.,8
2018,1,260497,Qualcomm Inc.,9
2018,4,260497,Qualcomm Inc.,8
2019,3,260497,Qualcomm Inc.,8
2020,2,260497,Qualcomm Inc.,8
2021,1,260497,Qualcomm Inc.,8
2012,4,268804,General Motors Co.,13
2013,3,268804,General Motors Co.,8
2014,2,268804,General Motors Co.,11
2015,1,268804,General Motors Co.,10
2015,4,268804,General Motors Co.,6
2016,3,268804,General Motors Co.,9
2017,2,268804,General Motors Co.,8
2018,1,268804,General Motors Co.,10
2018,4,268804,General Motors Co.,11
2019,3,268804,General Motors Co.,12
2020,2,268804,General Motors Co.,15
2021,1,268804,General Motors Co.,20
2021,4,268804,General Motors Co.,19
2022,3,268804,General Motors Co.,18
2023,2,268804,General Motors Co.,15
2024,1,268804,General Motors Co.,15
2014,4,278637,FedEx Corp.,14
2015,3,278637,FedEx Corp.,14
2016,2,278637,FedEx Corp.,15
2017,1,278637,FedEx Corp.,16
2017,4,278637,FedEx Corp.,17
2018,3,278637,FedEx Corp.,17
2019,2,278637,FedEx Corp.,18
2020,1,278637,FedEx Corp.,17
2020,4,278637,FedEx Corp.,17
2021,3,278637,FedEx Corp.,15
2022,2,278637,FedEx Corp.,15
2023,1,278637,FedEx Corp.,16
2013,4,285913,Eli Lilly & Co.,9
2014,3,285913,Eli Lilly & Co.,10
2015,2,285913,Eli Lilly & Co.,8
2016,1,285913,Eli Lilly & Co.,10
2016,4,285913,Eli Lilly & Co.,9
2017,3,285913,Eli Lilly & Co.,11
2018,2,285913,Eli Lilly & Co.,9
2019,1,285913,Eli Lilly & Co.,9
2019,4,285913,Eli Lilly & Co.,8
2020,3,285913,Eli Lilly & Co.,9
2021,2,285913,Eli Lilly & Co.,10
2022,1,285913,Eli Lilly & Co.,10
2022,4,285913,Eli Lilly & Co.,10
2023,3,285913,Eli Lilly & Co.,11
2024,2,285913,Eli Lilly & Co.,11
2014,4,298843,T-Mobile USA Inc.,16
2015,3,298843,T-Mobile USA Inc.,20
2016,2,298843,T-Mobile USA Inc.,21
2020,1,232055,Edison Electric Institute,12
2020,4,232055,Edison Electric Institute,13
2021,3,232055,Edison Electric Institute,12
2022,2,232055,Edison Electric Institute,11
2023,1,232055,Edison Electric Institute,11
2017,4,232057,Southern Co.,10
2018,3,232057,Southern Co.,11
2019,2,232057,Southern Co.,9
2020,1,232057,Southern Co.,9
2020,4,232057,Southern Co.,9
2021,3,232057,Southern Co.,9
2022,2,232057,Southern Co.,10
2023,1,232057,Southern Co.,10
2023,4,232057,Southern Co.,10
2024,3,232057,Southern Co.,9
2021,4,232646,Intel Corp.,13
2022,3,232646,Intel Corp.,16
2023,2,232646,Intel Corp.,12
2024,1,232646,Intel Corp.,10
2024,4,232646,Intel Corp.,9
2014,4,232657,Shell USA Inc.,8
2015,3,232657,Shell USA Inc.,9
2016,2,232657,Shell USA Inc.,8
2017,1,232657,Shell USA Inc.,7
2017,4,232657,Shell USA Inc.,8
2018,3,232657,Shell USA Inc.,8
2019,2,232657,Shell USA Inc.,6
2020,1,232657,Shell USA Inc.,5
2020,4,232657,Shell USA Inc.,5
2021,3,232657,Shell USA Inc.,5
2022,2,232657,Shell USA Inc.,5
2023,1,232657,Shell USA Inc.,5
2023,4,232657,Shell USA Inc.,6
2024,3,232657,Shell USA Inc.,6
2010,3,234639,NCTA - The Internet & Television Association,29
2011,2,234639,NCTA - The Internet & Television Association,28
2012,1,234639,NCTA - The Internet & Television Association,27
2012,4,234639,NCTA - The Internet & Television Association,26
2013,3,234639,NCTA - The Internet & Television Association,26
2014,2,234639,NCTA - The Internet & Television Association,25
2015,1,234639,NCTA - The Internet & Television Association,22
2015,4,234639,NCTA - The Internet & Television Association,18
2016,3,234639,NCTA - The Internet & Television Association,22
2017,2,234639,NCTA - The Internet & Television Association,23
2018,1,234639,NCTA - The Internet & Television Association,23
2018,4,234639,NCTA - The Internet & Television Association,25
2019,3,234639,NCTA - The Internet & Television Association,24
2020,2,234639,NCTA - The Internet & Television Association,25
2021,1,234639,NCTA - The Internet & Television Association,26
2012,4,236879,BP America Inc.,8
2013,3,236879,BP America Inc.,8
2014,2,236879,BP America Inc.,8
2015,1,236879,BP America Inc.,8
2015,4,236879,BP America Inc.,7
2016,3,236879,BP America Inc.,7
2017,2,236879,BP America Inc.,9
2018,1,236879,BP America Inc.,6
2018,4,236879,BP America Inc.,7
2019,3,236879,BP America Inc.,8
2020,2,236879,BP America Inc.,9
2021,1,236879,BP America Inc.,9
2021,4,236879,BP America Inc.,8
2022,3,236879,BP America Inc.,9
2023,2,236879,BP America Inc.,9
2024,1,236879,BP America Inc.,8
2020,4,237941,American Petroleum Institute,7
2021,3,237941,American Petroleum Institute,8
2022,2,237941,American Petroleum Institute,6
2023,1,237941,American Petroleum Institute,6
2023,4,237941,American Petroleum Institute,5
2024,3,237941,American Petroleum Institute,5
2020,4,240949,Comcast Corp.,37
2021,3,240949,Comcast Corp.,38
2022,2,240949,Comcast Corp.,40
2023,1,240949,Comcast Corp.,35
2023,4,240949,Comcast Corp.,35
2024,3,240949,Comcast Corp.,35
2010,2,260497,Qualcomm Inc.,7
2011,1,260497,Qualcomm Inc.,7
2011,4,260497,Qualcomm Inc.,7
2012,3,260497,Qualcomm Inc.,7
2013,2,260497,Qualcomm Inc.,7
2014,1,260497,Qualcomm Inc.,8
2014,4,260497,Qualcomm Inc.,8
2015,3,260497,Qualcomm Inc.,8
2013,4,321840,United Parcel Service of America Inc.,9
2014,3,321840,United Parcel Service of America Inc.,9
2015,2,321840,United Parcel Service of America Inc.,11
2016,1,321840,United Parcel Service of America Inc.,9
2016,4,321840,United Parcel Service of America Inc.,9
2017,3,321840,United Parcel Service of America Inc.,9
2018,2,321840,United Parcel Service of America Inc.,8
2019,1,321840,United Parcel Service of America Inc.,9
2019,4,321840,United Parcel Service of America Inc.,10
2020,3,321840,United Parcel Service of America Inc.,10
2021,2,321840,United Parcel Service of America Inc.,7
2022,1,321840,United Parcel Service of America Inc.,9
2022,4,321840,United Parcel Service of America Inc.,10
2023,3,321840,United Parcel Service of America Inc.,7
2024,2,321840,United Parcel Service of America Inc.,6
2013,4,325634,Amazon Corporate LLC,3
2014,3,325634,Amazon Corporate LLC,2
2015,2,325634,Amazon Corporate LLC,1
2016,1,325634,Amazon Corporate LLC,1
2016,4,325634,Amazon Corporate LLC,1
2017,3,325634,Amazon Corporate LLC,1
2018,2,325634,Amazon Corporate LLC,6
2019,1,325634,Amazon Corporate LLC,7
2019,4,325634,Amazon Corporate LLC,6
2020,3,325634,Amazon Corporate LLC,6
2021,2,325634,Amazon Corporate LLC,7
2022,1,325634,Amazon Corporate LLC,6
2022,4,325634,Amazon Corporate LLC,7
2023,3,325634,Amazon Corporate LLC,7
2024,2,325634,Amazon Corporate LLC,6
2010,1,330896,AT&T Services Inc.,16
2010,4,330896,AT&T Services Inc.,14
2011,3,330896,AT&T Services Inc.,18
2012,2,330896,AT&T Services Inc.,16
2013,1,330896,AT&T Services Inc.,15
2013,4,330896,AT&T Services Inc.,13
2014,3,330896,AT&T Services Inc.,15
2015,2,330896,AT&T Services Inc.,16
2016,1,330896,AT&T Services Inc.,17
2016,4,330896,AT&T Services Inc.,18
2017,3,330896,AT&T Services Inc.,20
2018,2,330896,AT&T Services Inc.,20
2019,1,330896,AT&T Services Inc.,19
2010,2,335116,Apple Inc.,4
2011,1,335116,Apple Inc.,4
2010,1,342385,Johnson & Johnson Services Inc.,4
2010,4,342385,Johnson & Johnson Services Inc.,5
2011,3,342385,Johnson & Johnson Services Inc.,6
2012,2,342385,Johnson & Johnson Services Inc.,6
2013,1,342385,Johnson & Johnson Services Inc.,6
2013,4,342385,Johnson & Johnson Services Inc.,6
2014,3,342385,Johnson & Johnson Services Inc.,5
2015,2,342385,Johnson & Johnson Services Inc.,5
2016,1,342385,Johnson & Johnson Services Inc.,5
2021,4,344185,Charter Communications Inc.,13
2022,3,344185,Charter Communications Inc.,14
2023,2,344185,Charter Communications Inc.,15
2024,1,344185,Charter Communications Inc.,17
2024,4,344185,Charter Communications Inc.,14
2010,2,344469,iHeartMedia Inc.,8
2011,1,344469,iHeartMedia Inc.,9
2011,4,344469,iHeartMedia Inc.,9
2012,3,344469,iHeartMedia Inc.,10
2013,2,344469,iHeartMedia Inc.,10
2014,1,344469,iHeartMedia Inc.,10
2014,4,344469,iHeartMedia Inc.,10
2015,3,344469,iHeartMedia Inc.,10
2016,2,344469,iHeartMedia Inc.,9
2017,1,344469,iHeartMedia Inc.,10
2010,3,345199,Boeing Co.,18
2011,2,345199,Boeing Co.,14
2012,1,345199,Boeing Co.,14
2012,4,345199,Boeing Co.,15
2013,3,345199,Boeing Co.,16
2014,2,345199,Boeing Co.,16
2015,1,345199,Boeing Co.,16
2015,4,345199,Boeing Co.,17
2016,3,345199,Boeing Co.,17
2017,2,345199,Boeing Co.,18
2018,1,345199,Boeing Co.,17
2017,4,260497,Qualcomm Inc.,9
2018,3,260497,Qualcomm Inc.,8
2019,2,260497,Qualcomm Inc.,8
2020,1,260497,Qualcomm Inc.,8
2020,4,260497,Qualcomm Inc.,8
2021,3,260497,Qualcomm Inc.,9
2022,2,260497,Qualcomm Inc.,8
2023,1,260497,Qualcomm Inc.,8
2023,4,260497,Qualcomm Inc.,9
2024,3,260497,Qualcomm Inc.,9
2020,4,268804,General Motors Co.,15
2021,3,268804,General Motors Co.,20
2022,2,268804,General Motors Co.,19
2023,1,268804,General Motors Co.,15
2023,4,268804,General Motors Co.,15
2024,3,268804,General Motors Co.,15
2019,4,278637,FedEx Corp.,18
2020,3,278637,FedEx Corp.,17
2021,2,278637,FedEx Corp.,17
2022,1,278637,FedEx Corp.,15
2022,4,278637,FedEx Corp.,15
2023,3,278637,FedEx Corp.,16
2024,2,278637,FedEx Corp.,16
2021,4,285913,Eli Lilly & Co.,10
2022,3,285913,Eli Lilly & Co.,10
2023,2,285913,Eli Lilly & Co.,11
2024,1,285913,Eli Lilly & Co.,10
2024,4,285913,Eli Lilly & Co.,11
2010,3,298843,T-Mobile USA Inc.,13
2011,2,298843,T-Mobile USA Inc.,16
2012,1,298843,T-Mobile USA Inc.,12
2012,4,298843,T-Mobile USA Inc.,14
2013,3,298843,T-Mobile USA Inc.,14
2014,2,298843,T-Mobile USA Inc.,15
2015,1,298843,T-Mobile USA Inc.,17
2015,4,298843,T-Mobile USA Inc.,21
2016,3,298843,T-Mobile USA Inc.,22
2017,2,298843,T-Mobile USA Inc.,25
2018,1,298843,T-Mobile USA Inc.,27
2010,3,300447,Novartis Corp.,9
2011,2,300447,Novartis Corp.,9
2012,1,300447,Novartis Corp.,11
2012,4,300447,Novartis Corp.,13
2013,3,300447,Novartis Corp.,13
2014,2,300447,Novartis Corp.,13
2015,1,300447,Novartis Corp.,11
2015,4,300447,Novartis Corp.,10
2016,3,300447,Novartis Corp.,10
2017,2,300447,Novartis Corp.,13
2018,1,300447,Novartis Corp.,12
2010,2,302107,Merck & Co. Inc.,12
2011,1,302107,Merck & Co. Inc.,11
2011,4,302107,Merck & Co. Inc.,9
2012,3,302107,Merck & Co. Inc.,10
2013,2,302107,Merck & Co. Inc.,8
2014,1,302107,Merck & Co. Inc.,7
2014,4,302107,Merck & Co. Inc.,9
2015,3,302107,Merck & Co. Inc.,11
2016,2,302107,Merck & Co. Inc.,10
2017,1,302107,Merck & Co. Inc.,10
2013,4,306043,Pharmaceutical Research and Manufacturers of America,34
2014,3,306043,Pharmaceutical Research and Manufacturers of America,33
2015,2,306043,Pharmaceutical Research and Manufacturers of America,33
2016,1,306043,Pharmaceutical Research and Manufacturers of America,35
2016,4,306043,Pharmaceutical Research and Manufacturers of America,38
2017,3,306043,Pharmaceutical Research and Manufacturers of America,40
2018,2,306043,Pharmaceutical Research and Manufacturers of America,44
2019,1,306043,Pharmaceutical Research and Manufacturers of America,45
2019,4,306043,Pharmaceutical Research and Manufacturers of America,44
2020,3,306043,Pharmaceutical Research and Manufacturers of America,45
2021,2,306043,Pharmaceutical Research and Manufacturers of America,49
2022,1,306043,Pharmaceutical Research and Manufacturers of America,47
2022,4,306043,Pharmaceutical Research and Manufacturers of America,48
2023,3,306043,Pharmaceutical Research and Manufacturers of America,45
2024,2,306043,Pharmaceutical Research and Manufacturers of America,45
2010,4,309100,Amgen Inc.,24
2011,3,309100,Amgen Inc.,23
2012,2,309100,Amgen Inc.,22
2013,1,309100,Amgen Inc.,23
2013,4,309100,Amgen Inc.,25
2014,3,309100,Amgen Inc.,25
2015,2,309100,Amgen Inc.,27
2016,1,309100,Amgen Inc.,25
2016,4,309100,Amgen Inc.,23
2022,4,335116,Apple Inc.,10
2023,3,335116,Apple Inc.,10
2024,2,335116,Apple Inc.,9
2016,4,342385,Johnson & Johnson Services Inc.,6
2017,3,342385,Johnson & Johnson Services Inc.,7
2018,2,342385,Johnson & Johnson Services Inc.,6
2019,1,342385,Johnson & Johnson Services Inc.,8
2019,4,342385,Johnson & Johnson Services Inc.,9
2020,3,342385,Johnson & Johnson Services Inc.,9
2021,2,342385,Johnson & Johnson Services Inc.,10
2022,1,342385,Johnson & Johnson Services Inc.,9
2022,4,342385,Johnson & Johnson Services Inc.,9
2023,3,342385,Johnson & Johnson Services Inc.,10
2024,2,342385,Johnson & Johnson Services Inc.,10
2010,2,342711,American Airlines Inc.,14
2011,1,342711,American Airlines Inc.,14
2011,4,342711,American Airlines Inc.,14
2012,3,342711,American Airlines Inc.,16
2013,2,342711,American Airlines Inc.,14
2014,1,342711,American Airlines Inc.,12
2014,4,342711,American Airlines Inc.,14
2015,3,342711,American Airlines Inc.,15
2016,2,342711,American Airlines Inc.,15
2017,1,342711,American Airlines Inc.,15
2017,4,342711,American Airlines Inc.,13
2018,3,342711,American Airlines Inc.,13
2019,2,342711,American Airlines Inc.,12
2020,1,342711,American Airlines Inc.,12
2010,1,344185,Charter Communications Inc.,2
2010,4,344185,Charter Communications Inc.,3
2011,3,344185,Charter Communications Inc.,4
2012,2,344185,Charter Communications Inc.,4
2013,1,344185,Charter Communications Inc.,4
2017,4,344469,iHeartMedia Inc.,9
2018,3,344469,iHeartMedia Inc.,9
2019,2,344469,iHeartMedia Inc.,10
2020,1,344469,iHeartMedia Inc.,9
2020,4,344469,iHeartMedia Inc.,9
2021,3,344469,iHeartMedia Inc.,12
2022,2,344469,iHeartMedia Inc.,12
2023,1,344469,iHeartMedia Inc.,12
2023,4,344469,iHeartMedia Inc.,12
2024,3,344469,iHeartMedia Inc.,13
2018,4,345199,Boeing Co.,18
2019,3,345199,Boeing Co.,20
2020,2,345199,Boeing Co.,21
2021,1,345199,Boeing Co.,21
2021,4,345199,Boeing Co.,18
2022,3,345199,Boeing Co.,19
2023,2,345199,Boeing Co.,16
2024,1,345199,Boeing Co.,17
2024,4,345199,Boeing Co.,6
2012,4,321840,United Parcel Service of America Inc.,9
2013,3,321840,United Parcel Service of America Inc.,9
2014,2,321840,United Parcel Service of America Inc.,9
2015,1,321840,United Parcel Service of America Inc.,10
2015,4,321840,United Parcel Service of America Inc.,11
2016,3,321840,United Parcel Service of America Inc.,9
2017,2,321840,United Parcel Service of America Inc.,9
2018,1,321840,United Parcel Service of America Inc.,8
2018,4,321840,United Parcel Service of America Inc.,8
2019,3,321840,United Parcel Service of America Inc.,10
2020,2,321840,United Parcel Service of America Inc.,10
2021,1,321840,United Parcel Service of America Inc.,9
2010,3,330896,AT&T Services Inc.,16
2011,2,330896,AT&T Services Inc.,17
2012,1,330896,AT&T Services Inc.,15
2012,4,330896,AT&T Services Inc.,15
2013,3,330896,AT&T Services Inc.,14
2014,2,330896,AT&T Services Inc.,15
2015,1,330896,AT&T Services Inc.,16
2014,4,334449,General Electric Co.,9
2015,3,334449,General Electric Co.,11
2016,2,334449,General Electric Co.,8
2017,1,334449,General Electric Co.,7
2017,4,334449,General Electric Co.,7
2018,3,334449,General Electric Co.,7
2019,2,334449,General Electric Co.,9
2020,1,334449,General Electric Co.,11
2020,4,334449,General Electric Co.,7
2021,3,334449,General Electric Co.,7
2022,2,334449,General Electric Co.,8
2023,1,334449,General Electric Co.,7
2023,4,334449,General Electric Co.,6
2024,3,334449,General Electric Co.,4
2024,4,342385,Johnson & Johnson Services Inc.,10
2010,3,342711,American Airlines Inc.,14
2011,2,342711,American Airlines Inc.,14
2012,1,342711,American Airlines Inc.,14
2010,3,344185,Charter Communications Inc.,2
2011,2,344185,Charter Communications Inc.,4
2012,1,344185,Charter Communications Inc.,4
2012,4,344185,Charter Communications Inc.,4
2013,3,344185,Charter Communications Inc.,3
2014,2,344185,Charter Communications Inc.,5
2015,1,344185,Charter Communications Inc.,6
2015,4,344185,Charter Communications Inc.,10
2016,3,344185,Charter Communications Inc.,9
2017,2,344185,Charter Communications Inc.,11
2018,1,344185,Charter Communications Inc.,11
2018,4,344185,Charter Communications Inc.,10
2019,3,344185,Charter Communications Inc.,12
2020,2,344185,Charter Communications Inc.,12
2021,1,344185,Charter Communications Inc.,13
2010,4,345199,Boeing Co.,12
2011,3,345199,Boeing Co.,14
2012,2,345199,Boeing Co.,15
2013,1,345199,Boeing Co.,16
2013,4,345199,Boeing Co.,15
2014,3,345199,Boeing Co.,15
2015,2,345199,Boeing Co.,16
2016,1,345199,Boeing Co.,16
2016,4,345199,Boeing Co.,16
2017,3,345199,Boeing Co.,18
2018,2,345199,Boeing Co.,17
2019,1,345199,Boeing Co.,19
2019,4,345199,Boeing Co.,20
2020,3,345199,Boeing Co.,21
2021,2,345199,Boeing Co.,21
2022,1,345199,Boeing Co.,19
2017,3,309100,Amgen Inc.,26
2018,2,309100,Amgen Inc.,27
2019,1,309100,Amgen Inc.,26
2019,4,309100,Amgen Inc.,25
2020,3,309100,Amgen Inc.,26
2021,2,309100,Amgen Inc.,24
2022,1,309100,Amgen Inc.,23
2010,3,315136,Biotechnology Innovation Organization,18
2011,2,315136,Biotechnology Innovation Organization,20
2012,1,315136,Biotechnology Innovation Organization,19
2012,4,315136,Biotechnology Innovation Organization,18
2013,3,315136,Biotechnology Innovation Organization,18
2014,2,315136,Biotechnology Innovation Organization,16
2015,1,315136,Biotechnology Innovation Organization,16
2010,1,316850,AHIP,9
2023,4,320046,Pharmaceutical Care Management Association,6
2024,3,320046,Pharmaceutical Care Management Association,7
2010,3,325634,Amazon Corporate LLC,2
2011,2,325634,Amazon Corporate LLC,2
2012,1,325634,Amazon Corporate LLC,3
2012,4,325634,Amazon Corporate LLC,3
2013,3,325634,Amazon Corporate LLC,3
2014,2,325634,Amazon Corporate LLC,1
2015,1,325634,Amazon Corporate LLC,1
2015,4,325634,Amazon Corporate LLC,1
2016,3,325634,Amazon Corporate LLC,1
2017,2,325634,Amazon Corporate LLC,1
2018,1,325634,Amazon Corporate LLC,4
2018,4,325634,Amazon Corporate LLC,5
2019,3,325634,Amazon Corporate LLC,6
2020,2,325634,Amazon Corporate LLC,6
2021,1,325634,Amazon Corporate LLC,6
2019,4,330896,AT&T Services Inc.,16
2020,3,330896,AT&T Services Inc.,15
2021,2,330896,AT&T Services Inc.,15
2022,1,330896,AT&T Services Inc.,14
2022,4,330896,AT&T Services Inc.,12
2023,3,330896,AT&T Services Inc.,14
2024,2,330896,AT&T Services Inc.,14
2010,1,334449,General Electric Co.,20
2011,4,335116,Apple Inc.,4
2012,3,335116,Apple Inc.,5
2013,2,335116,Apple Inc.,6
2014,1,335116,Apple Inc.,6
2014,4,335116,Apple Inc.,6
2015,3,335116,Apple Inc.,7
2016,2,335116,Apple Inc.,5
2017,1,335116,Apple Inc.,6
2017,4,335116,Apple Inc.,6
2018,3,335116,Apple Inc.,5
2019,2,335116,Apple Inc.,6
2020,1,335116,Apple Inc.,8
2020,4,335116,Apple Inc.,9
2021,3,335116,Apple Inc.,10
2022,2,335116,Apple Inc.,9
2023,1,335116,Apple Inc.,10
2010,2,342385,Johnson & Johnson Services Inc.,6
2011,1,342385,Johnson & Johnson Services Inc.,4
2011,4,342385,Johnson & Johnson Services Inc.,6
2012,3,342385,Johnson & Johnson Services Inc.,6
2013,2,342385,Johnson & Johnson Services Inc.,6
2014,1,342385,Johnson & Johnson Services Inc.,4
2014,4,342385,Johnson & Johnson Services Inc.,5
2015,3,342385,Johnson & Johnson Services Inc.,5
2016,2,342385,Johnson & Johnson Services Inc.,5
2017,1,342385,Johnson & Johnson Services Inc.,7
2017,4,342385,Johnson & Johnson Services Inc.,6
2018,3,342385,Johnson & Johnson Services Inc.,7
2019,2,342385,Johnson & Johnson Services Inc.,9
2020,1,342385,Johnson & Johnson Services Inc.,9
2016,4,342711,American Airlines Inc.,14
2017,3,342711,American Airlines Inc.,16
2018,2,342711,American Airlines Inc.,13
2019,1,342711,American Airlines Inc.,12
2019,4,342711,American Airlines Inc.,12
2020,3,342711,American Airlines Inc.,11
2021,2,342711,American Airlines Inc.,12
2022,1,342711,American Airlines Inc.,12
2022,4,342711,American Airlines Inc.,12
2023,3,342711,American Airlines Inc.,14
2024,2,342711,American Airlines Inc.,15
2010,3,344469,iHeartMedia Inc.,8
2011,2,344469,iHeartMedia Inc.,9
2012,1,344469,iHeartMedia Inc.,9
2012,4,344469,iHeartMedia Inc.,10
2013,3,344469,iHeartMedia Inc.,10
2014,2,344469,iHeartMedia Inc.,10
2015,1,344469,iHeartMedia Inc.,10
2015,4,344469,iHeartMedia Inc.,9
2016,3,344469,iHeartMedia Inc.,9
2017,2,344469,iHeartMedia Inc.,9
2018,1,344469,iHeartMedia Inc.,9
2018,4,344469,iHeartMedia Inc.,9
2019,3,344469,iHeartMedia Inc.,10
2020,2,344469,iHeartMedia Inc.,9
2021,1,344469,iHeartMedia Inc.,9
2019,4,300447,Novartis Corp.,10
2020,3,300447,Novartis Corp.,8
2021,2,300447,Novartis Corp.,9
2022,1,300447,Novartis Corp.,8
2010,3,302107,Merck & Co. Inc.,12
2011,2,302107,Merck & Co. Inc.,9
2012,1,302107,Merck & Co. Inc.,9
2012,4,302107,Merck & Co. Inc.,9
2013,3,302107,Merck & Co. Inc.,10
2014,2,302107,Merck & Co. Inc.,7
2015,1,302107,Merck & Co. Inc.,13
2015,4,302107,Merck & Co. Inc.,10
2016,3,302107,Merck & Co. Inc.,10
2017,2,302107,Merck & Co. Inc.,10
2018,1,302107,Merck & Co. Inc.,11
2018,4,302107,Merck & Co. Inc.,10
2019,3,302107,Merck & Co. Inc.,15
2020,2,302107,Merck & Co. Inc.,13
2021,1,302107,Merck & Co. Inc.,13
2017,4,306043,Pharmaceutical Research and Manufacturers of America,42
2018,3,306043,Pharmaceutical Research and Manufacturers of America,45
2019,2,306043,Pharmaceutical Research and Manufacturers of America,46
2020,1,306043,Pharmaceutical Research and Manufacturers of America,44
2020,4,306043,Pharmaceutical Research and Manufacturers of America,45
2021,3,306043,Pharmaceutical Research and Manufacturers of America,45
2022,2,306043,Pharmaceutical Research and Manufacturers of America,48
2023,1,306043,Pharmaceutical Research and Manufacturers of America,44
2023,4,306043,Pharmaceutical Research and Manufacturers of America,47
2024,3,306043,Pharmaceutical Research and Manufacturers of America,45
2010,3,309100,Amgen Inc.,28
2011,2,309100,Amgen Inc.,24
